scratch their backs on the 
shall perceive that the difficulties 
difficulties are multiplied and enhanced 
townships having each severally their 
<start> <start> the union publishes 
but the expenses incident to 
incident to the affairs of 
counties and the townships having 
budgets the union the states 
states the counties and the 
twenty states furnish similar returns 
states furnish similar returns of 
each severally their own <end> 
of the four and twenty 
budgets of the four and 
return of the amount of 
of the amount of its 
the budgets of the four 
returns of their revenues but 
similar returns of their revenues 
expenses incident to the affairs 
revenues but the expenses incident 
and the townships having each 
of the counties and the 
the union the states the 
to discover the amount of 
obtained the budget of the 
the public expenditure in the 
that of the smaller ones 
the townships and counties of 
counties of the principal states 
stay in america i made 
union and i readily obtained 
expenditure in the townships and 
budget of the larger townships 
but i found it quite 
public expenditure in the townships 
america i made every endeavor 
to procure that of the 
discover the amount of the 
and counties of the principal 
townships and counties of the 
townships but i found it 
relating to county expenses which 
incomplete are still curious <end> 
which although incomplete are still 
county expenses which although incomplete 
documents relating to county expenses 
i possess however some documents 
thirteen of the counties of 
for the budgets of thirteen 
<start> richards mayor of philadelphia 
of the counties of pennsylvania 
richards mayor of philadelphia for 
counties of pennsylvania viz <end> 
luzerne dauphin butler alleghany columbia 
alleghany columbia northampton northumberland and 
their population at that time 
fayette montgomery luzerne dauphin butler 
for the year their population 
northampton northumberland and philadelphia for 
philadelphia for the year their 
and philadelphia for the year 
franklin fayette montgomery luzerne dauphin 
of an ancient hermitage that 
containing many of his achievements 
fidelity of sancho panza and 
of don quixote himself together 
it or known of it 
life and character but all 
good fortune had not produced 
end and death he could 
old physician for him who 
form of rocinante the fidelity 
he have ascertained it or 
particulars nor would he have 
epitaphs and eulogies on his 
in which box were found 
new and unparalleled history here 
been discovered among the crumbling 
of this new and unparalleled 
the form of rocinante the 
discovered among the crumbling foundations 
this new and unparalleled history 
of it if good fortune 
his end and death he 
were those which the trustworthy 
for him who had in 
of dulcinea the form of 
not produced an old physician 
that could be read and 
to his account had been 
among the crumbling foundations of 
many of his achievements and 
himself together with sundry epitaphs 
according to his account had 
if good fortune had not 
and character but all that 
of rocinante the fidelity of 
the beauty of dulcinea the 
character but all that could 
with sundry epitaphs and eulogies 
author of this new and 
leaden box which according to 
found certain parchment manuscripts in 
produced an old physician for 
ancient hermitage that was being 
ascertained it or known of 
eulogies on his life and 
had not produced an old 
people of sense give to 
the books of chivalry that 
manchegan archives in order to 
light save that they give 
be encouraged to seek out 
pervade the world and are 
chivalry that pervade the world 
the vast toil which it 
shall read it nothing in 
order to bring it to 
sense give to the books 
to the books of chivalry 
the world and are so 
to bring it to light 
for the vast toil which 
paid and fully satisfied and 
author asks of those that 
give to the books of 
so popular for with this 
and not less entertaining <end> 
out and produce other histories 
himself amply paid and fully 
equal in invention and not 
same credit that people of 
invention and not less entertaining 
world and are so popular 
it has cost him in 
least equal in invention and 
satisfied and will be encouraged 
in invention and not less 
and are so popular for 
will consider himself amply paid 
at least equal in invention 
those that shall read it 
galaors accounted supported by his 
that gave la mancha more 
love and gallantry who made 
had to his wit and 
and happier far had been 
mancha more rich spoils than 
life and death of don 
la mancha more rich spoils 
surpassed the amadises all and 
sought renown on rocinante mounted 
between the muse discreet and 
of argamasilla a village of 
days of yore he who 
rocinante mounted here underneath this 
stone doth he lie <end> 
spoils than jasons who a 
wits weathercock a blunter bore 
the amadises all and who 
keen had to his wit 
la mancha on the life 
quixote of la mancha hoc 
who a point so keen 
jasons who a point so 
all the lands that lie 
cold stone doth he lie 
gave la mancha more rich 
the life and death of 
of yore he who surpassed 
hoc scripserunt the scatterbrain that 
the muse discreet and terrible 
belianises sing small and sought 
a village of la mancha 
on the the academicians of 
words written on the the 
so keen had to his 
renown on rocinante mounted here 
on the life and death 
discreet and terrible in mien 
had been if his wits 
far as gaetas shore cathay 
bore the arm renowned far 
blunter bore the arm renowned 
mounted here underneath this cold 
more rich spoils than jasons 
a bearing of disdain is 
quixote of la mancha sighed 
here descried highbosomed with a 
may be here descried highbosomed 
vain the great don quixote 
of la mancha sighed <end> 
features may be here descried 
<start> <start> paniaguado academician of 
is dulcinea she for whom 
great don quixote of la 
of disdain is dulcinea she 
descried highbosomed with a bearing 
famous plain on rocinante oft 
from side to side he 
traversed the grim sierra the 
rocinante oft a weary ride 
montiels famous plain on rocinante 
he traversed the grim sierra 
of aranjuez and montiels famous 
sierra the champaign of aranjuez 
queen from side to side 
to side he traversed the 
malignant planets cruel destiny pursued 
fair manchegan dame and the 
and the unconquered star of 
destiny pursued them both the 
cruel destiny pursued them both 
pursued them both the fair 
<start> <start> malignant planets cruel 
youth nor beauty saved her 
loves bitter penalty and left 
paid loves bitter penalty and 
from the claim of death 
bitter penalty and left the 
of death he paid loves 
marble to preserve his name 
the claim of death he 
he paid loves bitter penalty 
banner now hath been by 
of mars degrade the mad 
by him in all its 
sheen which the bloodreeking feet 
<start> <start> caprichoso a most 
mars degrade the mad manchegans 
feet of mars degrade the 
of rocinante on that proud 
all its bravery displayed <end> 
diamantine sheen which the bloodreeking 
<start> caprichoso a most acute 
hath been by him in 
acute academician of argamasilla in 
in praise of rocinante on 
hung his arms and trenchant 
for our new paladin <end> 
hath made a novel style 
deeds till now unseen he 
achieving deeds till now unseen 
lays low cleaves hews but 
and trenchant blade wherewith achieving 
there hath he hung his 
blade wherewith achieving deeds till 
unseen he slays lays low 
a novel style for our 
till now unseen he slays 
hall today exalts la mancha 
or gaul she holds her 
over these and above greece 
amadis be the proud boast 
the proud boast of gaul 
great quixote crowned in grim 
quixote crowned in grim bellonas 
mancha over these and above 
if amadis be the proud 
through all the regions of 
of gaul if by his 
these and above greece or 
progeny the fame of greece 
earth be spread great quixote 
bellonas hall today exalts la 
the fame of greece through 
proud boast of gaul if 
here for his good steed 
with rocinante the reputation they 
for his good steed doth 
the reputation they have won 
reputation they have won is 
his good steed doth brillador 
exceed as mettled steeds compared 
rocinante the reputation they have 
nor ends his glory here 
and bayard far exceed as 
academician of argamasilla the worthy 
<start> burlador academician of argamasilla 
argamasilla the worthy sancho panza 
<start> <start> burlador academician of 
of guile so free <end> 
that body small nor was 
the worthy sancho panza here 
and simple or of guile 
this earthly ball so plain 
plain and simple or of 
soul once was in that 
simple or of guile so 
panza here you see a 
this vile age mean and 
vile age mean and illiberal 
for the spite and gall 
have been but for the 
of being count was he 
let a donkey be <end> 
was he and would have 
he and would have been 
an ace of being count 
of this vile age mean 
count was he and would 
<start> <start> within an ace 
side this gentle squire was 
word by rocinantes side this 
wandering master to attend <end> 
rocinantes side this gentle squire 
excuse the word by rocinantes 
squire was wont his wandering 
<start> <start> for mounted on 
by rocinantes side this gentle 
ease the hearts desire in 
hearts desire in shadows dreams 
dreams and smoke ye always 
delusive hopes that lure the 
<start> delusive hopes that lure 
promises of ease the hearts 
hopes that lure the common 
with promises of ease the 
rocinante bore in his wanderings 
the knight lies here below 
the tomb of don quixote 
below illerrant and bruised sore 
and bruised sore whom rocinante 
of argamasilla on the tomb 
argamasilla on the tomb of 
bore in his wanderings to 
cachidiablo academician of argamasilla on 
on the tomb of don 
the knight is laid stolid 
a squire more true was 
than whom a squire more 
side of the knight is 
by the side of the 
of the knight is laid 
knight is laid stolid man 
whom a squire more true 
more true was not in 
<start> tiquitoc academician of argamasilla 
epitaph here dulcinea lies <end> 
of argamasilla epitaph here dulcinea 
tiquitoc academician of argamasilla epitaph 
now she is ashes and 
<start> plump was she and 
and robust now she is 
dust the end of all 
robust now she is ashes 
the end of all flesh 
all flesh that dies <end> 
high degree with the port 
a lofty dame and the 
with the port of a 
a lady of high degree 
lofty dame and the great 
the pride of her village 
the port of a lofty 
great don quixotes flame and 
don quixotes flame and the 
<start> a lady of high 
the verses that could be 
academicians to make out their 
deciphered the rest the writing 
all the verses that could 
one of the academicians to 
to make out their meaning 
the writing being wormeaten were 
wormeaten were handed over to 
these were all the verses 
<start> <start> these were all 
being wormeaten were handed over 
means to publish them in 
much toil he has succeeded 
the cost of many sleepless 
at the cost of many 
in hopes of don quixotes 
and that he means to 
of many sleepless nights and 
has succeeded and that he 
<start> <start> we have been 
nights and much toil he 
sleepless nights and much toil 
we have been informed that 
<start> forse altro cantera con 
forse altro cantera con miglior 
cantera con miglior plectro <end> 
on the stage i said 
these days past when sending 
in print before being shown 
i remember well that don 
when sending your excellency my 
<start> these days past when 
was putting on his spurs 
render homage to your excellency 
print before being shown on 
shown on the stage i 
<start> <start> these days past 
said if i remember well 
my plays that had appeared 
sending your excellency my plays 
past when sending your excellency 
spurs he is on his 
<start> <start> now i say 
say that with his spurs 
is on his way <end> 
his spurs he is on 
disgust caused by another don 
he reach destination methinks i 
off so as to dispel 
dispel the loathing and disgust 
who under the name of 
<start> should he reach destination 
don quixote who under the 
from many parts i am 
second part has run masquerading 
service to your excellency as 
urged to send him off 
the name of second part 
by another don quixote who 
caused by another don quixote 
another don quixote who under 
have rendered some service to 
to your excellency as from 
run masquerading through the whole 
he who has shown the 
been the great emperor of 
longing for him has been 
and he who has shown 
wrote me a letter in 
who has shown the greatest 
chinese a month ago and 
shown the greatest longing for 
for him has been the 
the great emperor of china 
it by a special courier 
greatest longing for him has 
be taught and it was 
history of don quixote <end> 
it was his wish that 
he asked me or to 
he intended to found a 
<start> he asked me or 
found a college where the 
was his wish that the 
tongue would be taught and 
wish that the book to 
the spanish tongue would be 
to be truthful he begged 
his wish that the book 
a college where the spanish 
me or to be truthful 
truthful he begged me to 
to be read should be 
also added that i should 
that i should go and 
be the rector of this 
<start> <start> he also added 
i should go and be 
the rector of this college 
if his majesty had afforded 
<start> <start> i asked the 
aid of my travel expenses 
his majesty had afforded a 
<start> i asked the bearer 
bearer if his majesty had 
asked the bearer if his 
he answered no not even 
<start> he answered no not 
answered no not even in 
or at whatever haste you 
of colleges and rectorships sustains 
have at naples the great 
titles of colleges and rectorships 
much without money while emperor 
can return to your china 
post haste or at whatever 
not fit for so long 
me protects me and does 
besides being ill i am 
for so long a travel 
money while emperor for emperor 
return to your china post 
to your china post haste 
and besides being ill i 
great count of lemos who 
long a travel and besides 
i have at naples the 
ill i am very much 
<start> then brother i replied 
are bound to go as 
am very much without money 
at whatever haste you are 
bound to go as i 
count of lemos who without 
monarch i have at naples 
without so many petty titles 
i can wish for <end> 
deo volente and which will 
the best that has been 
book i shall finish within 
entertainment at which i repent 
opinion of friends it is 
which will be either the 
sigismunda a book i shall 
of having called it the 
months deo volente and which 
worst or the best that 
trabajos de persiles y sigismunda 
repent of having called it 
a book i shall finish 
for in the opinion of 
within four months deo volente 
him his leave and i 
excellency the trabajos de persiles 
i mean of those intended 
our language i mean of 
bound to attain the summit 
the summit of possible quality 
in the opinion of friends 
i beg mine from you 
you offering your excellency the 
has been composed in our 
gave him his leave and 
offering your excellency the trabajos 
those intended for entertainment at 
as i am your excellencys 
i your feet being as 
persiles will be ready to 
be ready to kiss your 
that is wished you persiles 
feet being as i am 
ready to kiss your hand 
in such health that is 
your feet being as i 
will be ready to kiss 
your hand and i your 
excellency return in such health 
of the year one thousand 
day of october of the 
six hundred and fifteen <end> 
<start> <start> from madrid this 
this last day of october 
the year one thousand six 
may be plebeian reader how 
and abuse against the author 
the second don quixote i 
retaliation scolding and abuse against 
bless me gentle or it 
who was they say begotten 
expecting to find there retaliation 
must thou be looking forward 
i mean him who was 
to find there retaliation scolding 
gof bless me gentle or 
begotten at tordesillas and born 
say begotten at tordesillas and 
abuse against the author of 
there retaliation scolding and abuse 
be looking forward to this 
plebeian reader how eagerly must 
quixote i mean him who 
anger in humbler breasts in 
in mine the rule must 
give thee that satisfaction for 
truth is i am not 
thee that satisfaction for though 
breasts in mine the rule 
up anger in humbler breasts 
humbler breasts in mine the 
though injuries stir up anger 
the rule must admit of 
must admit of an exception 
well then the truth is 
punishment with his bread let 
me call him ass fool 
fool and malapert but i 
and theres an end of 
it and theres an end 
be his punishment with his 
call him ass fool and 
him ass fool and malapert 
theres an end of it 
an end of it <end> 
thou wouldst have me call 
ass fool and malapert but 
such intention let his offence 
that he charges me with 
<start> what i cannot help 
or as if the loss 
the future can hope to 
cannot help taking amiss is 
in some tavern and not 
i cannot help taking amiss 
some tavern and not on 
the past or present has 
on the grandest occasion the 
and not on the grandest 
with being old and onehanded 
had been in my power 
in my power to keep 
tavern and not on the 
taking amiss is that he 
about in some tavern and 
to keep time from passing 
can hope to see <end> 
amiss is that he charges 
is that he charges me 
charges me with being old 
and onehanded as if it 
be free from my wounds 
least honourable in the estimation 
been present at it <end> 
from my wounds this minute 
had my share in that 
this my feeling that if 
feeling that if now it 
in the estimation of those 
than be free from my 
advantage dead in battle than 
for me i would rather 
soldier shows to greater advantage 
free from my wounds this 
impossibility for me i would 
they are at least honourable 
know where they were received 
to the beholders eye they 
if my wounds have no 
flight and so strongly is 
it were proposed to perform 
greater advantage dead in battle 
at least honourable in the 
beauty to the beholders eye 
without having been present at 
the soldier shows to greater 
estimation of those who know 
if now it were proposed 
were proposed to perform an 
my share in that mighty 
direct others to the heaven 
the heaven of honour and 
praise and moreover it is 
ambition of merited praise and 
shows on his face and 
be observed that it is 
heaven of honour and ambition 
is to be observed that 
that commonly improves with years 
honour and ambition of merited 
are stars that direct others 
not with grey hairs that 
of honour and ambition of 
understanding and that commonly improves 
that direct others to the 
and ambition of merited praise 
his face and breast are 
commonly improves with years <end> 
to attack a priest above 
only know that which is 
be so as it is 
for really and truly of 
rank of familiar of the 
what envy is for really 
i only know that which 
in addition he holds the 
are i only know that 
i were ignorant what envy 
and truly of the two 
is holy noble and highminded 
all if in addition he 
if in addition he holds 
likely to attack a priest 
really and truly of the 
so as it is i 
of the two kinds there 
amiss too that he calls 
there are i only know 
envy is for really and 
me envious and explains to 
above all if in addition 
if that be so as 
holy noble and highminded and 
for i worship the genius 
of him on whose behalf 
of that person and admire 
what he did on account 
i worship the genius of 
behalf it seems he spoke 
and if he said what 
person and admire his works 
the genius of that person 
account of him on whose 
he said what he did 
<start> <start> and if he 
if he said what he 
spoke he is entirely mistaken 
not be that unless there 
after all i am grateful 
satirical than exemplary but that 
they are good for they 
for they could not be 
that my novels are more 
good for they could not 
there was a little of 
novels are more satirical than 
be that unless there was 
saying that my novels are 
are more satirical than exemplary 
<start> after all i am 
to this gentleman the author 
has to endure must doubtless 
myself too much within the 
feeling that additional suffering should 
my moderation from a feeling 
not dare to come out 
suffering should not be inflicted 
to endure must doubtless be 
and disguises his country as 
and broad daylight but hides 
i am taking a very 
bounds of my moderation from 
the open field and broad 
daylight but hides his name 
that what this gentleman has 
that additional suffering should not 
of my moderation from a 
come out into the open 
say that i am taking 
what this gentleman has to 
too much within the bounds 
inflicted upon a sufferer and 
taking a very humble line 
endure must doubtless be very 
the bounds of my moderation 
suspect thou wilt say that 
if he had been guilty 
broad daylight but hides his 
line and keeping myself too 
country as if he had 
<start> <start> tell us the 
the tale i said <end> 
tell us the tale i 
the mare will cross <end> 
and the mare will cross 
time you get through the 
<start> <start> perhaps by the 
the haunt will go away 
through the haunt will go 
haunt will go away and 
i was willing to humor 
<start> <start> i was willing 
was willing to humor the 
<start> i was willing to 
swamp around us the ambercolored 
the bays faintly suggestive of 
funeral wreathsall made the place 
silently and sluggishly at our 
story for some time and 
of lethe the heavy aromatic 
he had not told us 
at our feet like the 
ambercolored stream flowing silently and 
and solemn swamp around us 
time and the dark and 
<start> he had not told 
bays faintly suggestive of funeral 
scent of the bays faintly 
the waters of lethe the 
our feet like the waters 
us the ambercolored stream flowing 
and the dark and solemn 
feet like the waters of 
use ter blong ter ole 
julius began in a subdued 
mars dugal mcadoomy ole marster 
a subdued tone use ter 
blong ter ole mars dugal 
dugal mcadoomy ole marster <end> 
began in a subdued tone 
run de house hersef ter 
ladly gal en a smart 
tel bimeby she come ter 
ole mis tuk her up 
she come ter be miss 
house en larnt her ter 
she run de house hersef 
on de wite folks tel 
de wite folks tel bimeby 
smart gal en ole mis 
own maid en peared ter 
a smart gal en ole 
ter be miss own maid 
de big house en larnt 
big house en larnt her 
heah her talk erbout it 
wait on de wite folks 
mis tuk her up ter 
<start> i wuz a young 
young boy den en use 
den en use ter wuk 
so i knowed evythin dat 
wuz gwine on roun de 
i wuz a young boy 
de stables so i knowed 
en use ter wuk about 
on roun de plantation <end> 
wanted a house boy en 
sont down ter de quaters 
mars dugal wanted a house 
well one time mars dugal 
one time mars dugal wanted 
quaters fer hab jeff en 
<start> well one time mars 
hannibal come up ter de 
fer hab jeff en hannibal 
ter de big house nex 
little wile en den mars 
deyseves fer a little wile 
look de two boys ober 
mars dugal sez sezee we 
bes en we gwine ter 
<start> ole marster en ole 
en we gwine ter keep 
we gwine ter keep him 
ole marster en ole mis 
wid deyseves fer a little 
wile en den mars dugal 
sez sezee we laks hannibal 
de bes en we gwine 
at de house fum now 
youll wuk at de house 
de house fum now on 
hannibal youll wuk at de 
ef youre a good nigger 
nigger en mins yo bizness 
mins yo bizness ill gib 
<start> en ef youre a 
you chloe fer a wife 
good nigger en mins yo 
yo bizness ill gib you 
<start> you other nigger you 
you other nigger you jeff 
other nigger you jeff you 
kin go back ter de 
go back ter de quaters 
<start> <start> we ain gwine 
we ain gwine ter need 
ain gwine ter need you 
so cose chloe wuz monstus 
de big house er no 
lak jeff en wuz gwine 
house er no en so 
sto by im whuther mars 
en so cose chloe wuz 
chloe made up her min 
gwine ter set sto by 
she didn lak dat nigger 
fus minute she sot eyes 
standin dere behin ole mis 
im whuther mars dugal tuk 
monstus sorry wen ole mars 
sho dat she lak jeff 
fer im en she wuz 
mars dugal tuk im in 
two dat she didn lak 
im in de big house 
had ben standin dere behin 
er no en so cose 
er dis yer talk en 
all er dis yer talk 
keer fer im en she 
ter set sto by im 
fum de vey fus minute 
en chloe made up her 
ben standin dere behin ole 
<start> now chloe had ben 
gwine keer fer im en 
minute she sot eyes on 
her min fum de vey 
on dem two dat she 
gwine ter see ef she 
jeff on de way back 
ter see ef she couldn 
ter be downheated fer she 
fin some way er nuther 
back ter de quaters en 
hannibal en git jeff up 
quaters en tol im not 
fer she wuz gwine ter 
<start> so she slip roun 
she slip roun de house 
up ter de house in 
some way er nuther ter 
not ter be downheated fer 
ef she couldn fin some 
en git jeff up ter 
way er nuther ter git 
she wuz gwine ter see 
de house in his place 
kotch on monstus fas en 
hannibal wuz de bes house 
<start> de noo house boy 
ter low hannibal wuz de 
house boy dey eber had 
on monstus fas en it 
want no time hadly befo 
en it want no time 
hadly befo mars dugal en 
de bes house boy dey 
boy kotch on monstus fas 
mence ter low hannibal wuz 
<start> he wuz peart en 
soopl quick ez lightnin en 
quick ez lightnin en shap 
ez lightnin en shap ez 
en shap ez a razor 
<start> <start> but chloe didn 
but chloe didn lak his 
<start> but chloe didn lak 
swell roun er in a 
so sho he wuz gwine 
do any cotin en wen 
hed swell roun er in 
ter git er in de 
he didn pear ter low 
he wuz so sho he 
en say come heah en 
cotin en wen hed run 
chloe bout de house hed 
de spring dat he didn 
git er in de spring 
he had ter do any 
in a biggity way en 
come heah en kiss me 
pear ter low he had 
dat he didn pear ter 
bout de house hed swell 
be mine in de spring 
you gwine ter be mine 
<start> <start> you gwine ter 
ter be mine in de 
doan pear ter be ez 
<start> you doan pear ter 
be ez fon er me 
er me ez you oughter 
ter be ez fon er 
didn keer nuffin fer hannibal 
fer im en she sot 
did de day she fus 
she did de day she 
sto by jeff ez she 
jeff ez she did de 
laid eyes on im <end> 
nuffin fer im en she 
des ez much sto by 
<start> chloe didn keer nuffin 
hannibal en hadn keered nuffin 
chloe didn keer nuffin fer 
talk wid im by hissef 
quaters en watch tel she 
fermilyus dis yer hannibal got 
watch tel she got a 
de quaters en watch tel 
mo chloe let her min 
down ter de quaters en 
chance fer ter talk wid 
min run on jeff en 
<start> <start> en de mo 
en watch tel she got 
a chance fer ter talk 
en de mo fermilyus dis 
wid im by hissef <end> 
fer ter gib im sumpn 
en see ole aun peggy 
de cunjuhoman down by de 
sen fer jeff agin <end> 
road en ax her fer 
ole aun peggy de cunjuhoman 
<start> en she tol jeff 
cunjuhoman down by de wimlton 
her fer ter gib im 
sumpn ter hep git hannibal 
ter hep git hannibal outn 
aun peggy de cunjuhoman down 
house so de wite folks 
git hannibal outn de big 
en ax her fer ter 
outn de big house so 
en bein ez jeff didn 
gib aun peggy chloe gun 
fer nobody fer nuffin <end> 
ter pay her wid fer 
chloe gun im a silber 
peggy nebber lak ter wuk 
gun im a silber dollah 
hankercher fer ter pay her 
fer ter pay her wid 
en a silk hankercher fer 
<start> en bein ez jeff 
her wid fer aun peggy 
hab nuffin ter gib aun 
en gun er de presents 
ax er ter hep im 
ter hep im out <end> 
<start> <start> so jeff slip 
er ter hep im out 
he brung en tol er 
hannibal en ax er ter 
so jeff slip off down 
down ter aun peggys one 
night en gun er de 
presents he brung en tol 
aun peggys one night en 
peggy tol im shed wuk 
wat she cd do fer 
en fer im ter come 
im shed wuk er roots 
she cd do fer im 
<start> aun peggy tol im 
en shed tell im wat 
im wat she cd do 
shed tell im wat she 
fer im ter come back 
constalk en wid splinters fer 
head made outn elderberry peth 
doll wid a body made 
fer ams en legs en 
outn a piece er constalk 
splinters fer ams en legs 
ams en legs en a 
wid a body made outn 
<start> <start> so de nex 
de nex night jeff went 
back en aun peggy gun 
<start> so de nex night 
en aun peggy gun im 
peggy gun im a baby 
a piece er constalk en 
peth en two little red 
babydoll sez she is hannibal 
dis yer babydoll sez she 
<start> dis yer babydoll sez 
dis yer peth head is 
head en dese yer pepper 
dese yer pepper feet is 
head is hannibals head en 
<start> dis yer peth head 
yer peth head is hannibals 
en hide it unner de 
you take dis en hide 
<start> you take dis en 
hafter walk ober it evy 
de do whar hanniballl hafter 
de sill unner de do 
dis en hide it unner 
whar hanniballl hafter walk ober 
walk ober it evy day 
ef dem two things doan 
git im inter trouble mighty 
anywhar nigh dis babydoll hell 
nigh dis babydoll hell be 
soon den im no cunjuhoman 
long ez hannibal comes anywhar 
hotfooted en ef dem two 
hannibal comes anywhar nigh dis 
<start> <start> en ez long 
islight headed en hotfooted en 
den im no cunjuhoman <end> 
mighty soon den im no 
it islight headed en hotfooted 
babydoll you mus fetch it 
fer its monstus powerful goopher 
mus fetch it back ter 
all thoo wid dis babydoll 
ter make mo trouble ef 
make mo trouble ef you 
thoo wid dis babydoll you 
you leabe it layin roun 
fetch it back ter me 
its monstus powerful goopher en 
you mus fetch it back 
goopher en is liable ter 
it back ter me fer 
<start> but wen you git 
queen and awaited permission to 
awaited permission to speak <end> 
to the queen and awaited 
<start> <start> she courtesied low 
low to the queen and 
queen smiling is this my 
said the queen smiling is 
<start> said the queen smiling 
my lady marian or the 
or the page richard partington 
smiling is this my lady 
an it please your majesty 
<start> both an it please 
both an it please your 
while marian brought him to 
richard found the man you 
brought him to you <end> 
<start> richard found the man 
sought while marian brought him 
likewise a lady of whose 
a lady of whose wooing 
awaiting your audiencehe and four 
wooing and wedding i can 
men likewise a lady of 
tell you a pretty story 
his men likewise a lady 
of whose wooing and wedding 
you a pretty story at 
of his men likewise a 
little party entered the room 
marian gave orders to a 
<start> <start> so marian gave 
<start> so marian gave orders 
herald and presently robin hood 
so marian gave orders to 
party entered the room <end> 
be rude and uncouth in 
in appearance because of their 
had halfexpected the men to 
because of their wild life 
but she was delightfully disappointed 
the men to be rude 
their wild life in the 
rude and uncouth in appearance 
queen had halfexpected the men 
the forest but she was 
back in surprise and almost 
and almost clapped her hands 
almost clapped her hands <end> 
<start> <start> indeed she started 
in surprise and almost clapped 
in all the court no 
more gallant men could be 
and in all the court 
sooth to say the yeomen 
all the court no more 
gallant men could be found 
say the yeomen made a 
a brave sight and in 
<start> <start> marian felt her 
by the other ladiesinwaiting <end> 
forth by the other ladiesinwaiting 
cheeks glow with pride at 
of admiration sent forth by 
of the halfhidden looks of 
sight of the halfhidden looks 
admiration sent forth by the 
he wore his fine red 
forgot the gentle arts taught 
taught by his mother and 
his mother and he wore 
<start> <start> robin had not 
the gentle arts taught by 
arts taught by his mother 
the grace of a courtier 
his fine red velvet tunic 
fine red velvet tunic and 
<start> we have seen before 
seen before what a dandified 
a dandified gentleman will scarlet 
before what a dandified gentleman 
will scarlet was and allanadale 
less goodly to look upon 
<start> <start> we have seen 
the minstrel was scarcely less 
little they lacked in outward 
and broadshouldered will stutely made 
broadshouldered will stutely made up 
what little they lacked in 
stutely made up in stature 
in stature what little they 
<start> <start> while the giant 
will stutely made up in 
went to plympton church to 
one man and found another 
<start> <start> mistress dale on 
she went to plympton church 
church to marry one man 
to marry one man and 
on her part looked even 
marry one man and found 
more charming if possible than 
man and found another <end> 
when she went to plympton 
<start> thus came the people 
the greenwood before queen eleanor 
the people of the greenwood 
own private audience room <end> 
people of the greenwood before 
her own private audience room 
<start> <start> and robin advanced 
and robin advanced and knelt 
<start> and robin advanced and 
robin hoodi and my chosen 
here i am robin hoodi 
knelt down here i am 
your majestys bidding am i 
amnesty which i will protectas 
i would protect your majestys 
<start> at your majestys bidding 
bidding am i come bearing 
majestys bidding am i come 
come bearing the ring of 
your majestys honorwith my life 
am i come bearing the 
the queen smiling graciously <end> 
<start> thou art welcome lockesley 
art welcome lockesley said the 
thou art welcome lockesley said 
<start> <start> thou art come 
thou and all thy brave 
art come in good time 
and all thy brave yeomanry 
come in good time thou 
that kind of fish <end> 
admit captain that i am 
i admit captain that i 
<start> i admit captain that 
with that kind of fish 
yet very familiar with that 
<start> we are accustomed to 
are accustomed to them replied 
accustomed to them replied captain 
to them replied captain nemo 
you will be too <end> 
time you will be too 
hunt some of the tribe 
on the road we may 
and on the road we 
able to hunt some of 
<start> however we shall be 
to hunt some of the 
be able to hunt some 
<start> <start> so till tomorrow 
tomorrow sir and early <end> 
<start> so till tomorrow sir 
this said in a careless 
<start> this said in a 
<start> <start> this said in 
careless tone captain nemo left 
a careless tone captain nemo 
switzerland what would you say 
of switzerland what would you 
<start> <start> now if you 
<start> now if you were 
mountains of switzerland what would 
if you were invited to 
in the mountains of switzerland 
<start> tomorrow we will go 
go and hunt the bear 
we will go and hunt 
will go and hunt the 
plains of atlas or the 
you were asked to hunt 
in the plains of atlas 
in the indian jungles what 
indian jungles what would you 
the indian jungles what would 
atlas or the tiger in 
lion in the plains of 
what would you say <end> 
we are going to hunt 
<start> <start> it seems we 
to hunt the tiger or 
are going to hunt the 
the tiger or the lion 
its natural element you would 
perhaps reflect before accepting the 
to hunt the shark in 
you would perhaps reflect before 
reflect before accepting the invitation 
<start> <start> but when you 
in its natural element you 
are invited to hunt the 
stood large drops of cold 
as for myself i passed 
large drops of cold perspiration 
passed my hand over my 
for myself i passed my 
hand over my forehead on 
over my forehead on which 
said i and take our 
us reflect said i and 
<start> let us reflect said 
reflect said i and take 
certain to meet sharks is 
where one is almost certain 
crespo will pass but going 
sharks is quite another thing 
forests as we did in 
is quite another thing <end> 
meet sharks is quite another 
bottom of the sea where 
hunting otters in submarine forests 
almost certain to meet sharks 
we did in the island 
at the bottom of the 
the island of crespo will 
in submarine forests as we 
dagger in one hand and 
<start> i know well that 
other but i also know 
know that few who affront 
with a dagger in one 
also know that few who 
know well that in certain 
a running noose in the 
in the other but i 
particularly in the andaman islands 
the negroes never hesitate to 
that few who affront those 
i know well that in 
few who affront those creatures 
attack them with a dagger 
but i also know that 
case would not be illtimed 
a negro and if i 
were i think a little 
and if i were i 
<start> however i am not 
this case would not be 
negro and if i were 
am not a negro and 
<start> <start> at this moment 
at this moment conseil and 
moment conseil and the canadian 
entered quite composed and even 
and the canadian entered quite 
they knew not what awaited 
<start> <start> they knew not 
<start> they knew not what 
land your captain nemothe devil 
said ned land your captain 
<start> <start> faith sir said 
sir said ned land your 
your captain nemothe devil take 
made us a very pleasant 
just made us a very 
<start> <start> has just made 
has just made us a 
conseil the commander of the 
invited us to visit the 
nautilus has invited us to 
interrupted conseil the commander of 
did it kindly and behaved 
the commander of the nautilus 
tomorrow in your company he 
