on the steel plates <end> 
hath he hung his arms 
style for our new paladin 
a novel style for our 
she holds her head <end> 
earth be spread great quixote 
progeny the fame of greece 
gaul she holds her head 
amadis be the proud boast 
the regions of the earth 
of greece through all the 
exalts la mancha over these 
quixote crowned in grim bellonas 
grim bellonas hall today exalts 
have won is scanty <end> 
far exceed as mettled steeds 
here for his good steed 
reputation they have won is 
his good steed doth brillador 
and bayard far exceed as 
argamasilla the worthy sancho panza 
burlador academician of argamasilla the 
of guile so free <end> 
there squire upon this earthly 
and simple or of guile 
in that body small nor 
guile so free <end> <end> 
academician of argamasilla the worthy 
of this vile age mean 
count was he and would 
he and would have been 
for the spite and gall 
and illiberal that cannot even 
let a donkey be <end> 
within an ace of being 
excuse the word by rocinantes 
mounted on an ass excuse 
by rocinantes side this gentle 
ass excuse the word by 
the word by rocinantes side 
shadows dreams and smoke ye 
that lure the common herd 
of ease the hearts desire 
herd with promises of ease 
desire in shadows dreams and 
wanderings to and fro <end> 
knight lies here below illerrant 
on the tomb of don 
<start> cachidiablo academician of argamasilla 
academician of argamasilla on the 
to and fro <end> <end> 
<start> by the side of 
stolid man sancho too than 
side of the knight is 
squire more true was not 
than whom a squire more 
argamasilla epitaph here dulcinea lies 
<start> tiquitoc academician of argamasilla 
end of all flesh that 
all flesh that dies <end> 
she is ashes and dust 
plump was she and robust 
pride of her village was 
lofty dame and the great 
of a lofty dame and 
quixotes flame and the pride 
the pride of her village 
and the great don quixotes 
of the academicians to make 
one of the academicians to 
the rest the writing being 
out their meaning conjecturally <end> 
being wormeaten were handed over 
the verses that could be 
and that he means to 
and much toil he has 
that he means to publish 
we have been informed that 
in hopes of don quixotes 
quixotes third sally <end> <end> 
don quixotes third sally <end> 
altro cantera con miglior plectro 
forse altro cantera con miglior 
being shown on the stage 
before being shown on the 
quixote was putting on his 
if i remember well that 
excellency my plays that had 
render homage to your excellency 
don quixote was putting on 
was putting on his spurs 
appeared in print before being 
spurs he is on his 
<start> now i say that 
is on his way <end> 
and disgust caused by another 
second part has run masquerading 
excellency as from many parts 
so as to dispel the 
quixote who under the name 
parts i am urged to 
to send him off so 
shall have rendered some service 
should he reach destination methinks 
service to your excellency as 
as to dispel the loathing 
letter in chinese a month 
ago and sent it by 
who has shown the greatest 
him has been the great 
of china who wrote me 
been the great emperor of 
a special courier <end> <end> 
<start> he asked me or 
found a college where the 
the book to be read 
send him don quixote for 
me or to be truthful 
be truthful he begged me 
wish that the book to 
he intended to found a 
to be read should be 
quixote for he intended to 
be the rector of this 
the rector of this college 
of this college <end> <end> 
asked the bearer if his 
a sum in aid of 
bearer if his majesty had 
his majesty had afforded a 
no not even in thought 
<start> he answered no not 
great count of lemos who 
i can wish for <end> 
without so many petty titles 
emperor for emperor and monarch 
your china post haste or 
have at naples the great 
to go as i am 
at naples the great count 
fit for so long a 
so many petty titles of 
then brother i replied you 
whatever haste you are bound 
petty titles of colleges and 
monarch for monarch i have 
of lemos who without so 
post haste or at whatever 
for monarch i have at 
volente and which will be 
a book i shall finish 
of having called it the 
best that has been composed 
language i mean of those 
attain the summit of possible 
our language i mean of 
you offering your excellency the 
of friends it is bound 
summit of possible quality <end> 
i repent of having called 
in the opinion of friends 
mean of those intended for 
i shall finish within four 
mine from you offering your 
trabajos de persiles y sigismunda 
been composed in our language 
hand and i your feet 
i your feet being as 
being as i am your 
return in such health that 
will be ready to kiss 
health that is wished you 
i am your excellencys most 
six hundred and fifteen <end> 
madrid this last day of 
year one thousand six hundred 
<start> from madrid this last 
born at tarragona <end> <end> 
be looking forward to this 
find there retaliation scolding and 
against the author of the 
how eagerly must thou be 
and abuse against the author 
say begotten at tordesillas and 
must thou be looking forward 
don quixote i mean him 
looking forward to this preface 
well then the truth is 
that satisfaction for though injuries 
the truth is i am 
am not going to give 
i am not going to 
give thee that satisfaction for 
rule must admit of an 
eat it and theres an 
his bread let him eat 
with his bread let him 
have me call him ass 
let his offence be his 
i have no such intention 
bread let him eat it 
passing over me or as 
about in some tavern and 
past or present has seen 
present has seen or the 
over me or as if 
on the grandest occasion the 
seen or the future can 
tavern and not on the 
my hand had been brought 
keep time from passing over 
it had been in my 
old and onehanded as if 
with being old and onehanded 
having been present at it 
were received for the soldier 
is this my feeling that 
no beauty to the beholders 
from my wounds this minute 
received for the soldier shows 
this minute without having been 
estimation of those who know 
feeling that if now it 
are at least honourable in 
it were proposed to perform 
impossibility for me i would 
that mighty action than be 
have had my share in 
of those who know where 
honourable in the estimation of 
at least honourable in the 
ambition of merited praise and 
understanding and that commonly improves 
of merited praise and moreover 
one writes but with the 
those the soldier shows on 
praise and moreover it is 
honour and ambition of merited 
are stars that direct others 
and that commonly improves with 
to be observed that it 
face and breast are stars 
that be so as it 
me as if i were 
all if in addition he 
calls me envious and explains 
he holds the rank of 
of the holy office <end> 
is holy noble and highminded 
i take it amiss too 
and truly of the two 
that which is holy noble 
as if i were ignorant 
of familiar of the holy 
know that which is holy 
attack a priest above all 
take it amiss too that 
and admire his works and 
<start> and if he said 
it seems he spoke he 
him on whose behalf it 
said what he did on 
mistaken for i worship the 
unceasing and strenuous industry <end> 
what he did on account 
this gentleman the author for 
there was a little of 
am grateful to this gentleman 
author for saying that my 
gentleman the author for saying 
was a little of everything 
exemplary but that they are 
little of everything in them 
suspect thou wilt say that 
thou wilt say that i 
should not be inflicted upon 
of my moderation from a 
and disguises his country as 
and that what this gentleman 
the open field and broad 
great as he does not 
open field and broad daylight 
within the bounds of my 
i suspect thou wilt say 
name and disguises his country 
if he had been guilty 
much within the bounds of 
disguises his country as if 
am taking a very humble 
come out into the open 
tell us the tale i 
us the tale i said 
will go away and the 
away and the mare will 
the time you get through 
and the mare will cross 
to humor the old mans 
<start> i was willing to 
had not told us a 
dark and solemn swamp around 
at our feet like the 
one for a ghost story 
not told us a story 
of lethe the heavy aromatic 
feet like the waters of 
the bays faintly suggestive of 
faintly suggestive of funeral wreathsall 
around us the ambercolored stream 
suggestive of funeral wreathsall made 
ter blong ter ole mars 
use ter blong ter ole 
mcadoomy ole marster <end> <end> 
began in a subdued tone 
her talk erbout it <end> 
she run de house hersef 
low she run de house 
maid en peared ter low 
her up ter de big 
miss own maid en peared 
be miss own maid en 
peared ter low she run 
ter heah her talk erbout 
<start> she wuz a ladly 
en peared ter low she 
ter wuk about de stables 
use ter wuk about de 
wuk about de stables so 
on roun de plantation <end> 
boy den en use ter 
fer hab jeff en hannibal 
de big house nex mawnin 
ter de big house nex 
a house boy en sont 
dugal wanted a house boy 
wanted a house boy en 
a little wile en den 
fer a little wile en 
bes en we gwine ter 
en we gwine ter keep 
little wile en den mars 
<start> ole marster en ole 
en ole mis look de 
at de house fum now 
heah hannibal youll wuk at 
good nigger en mins yo 
chloe fer a wife nex 
<start> en ef youre a 
a wife nex spring <end> 
go back ter de quaters 
ter de quaters <end> <end> 
you kin go back ter 
<start> we ain gwine ter 
gwine ter need you <end> 
dugal tuk im in de 
so cose chloe wuz monstus 
big house er no en 
dat she didn lak dat 
eyes on dem two dat 
had ben standin dere behin 
all er dis yer talk 
cose chloe wuz monstus sorry 
mis dyoin all er dis 
standin dere behin ole mis 
wuz monstus sorry wen ole 
want nebber gwine keer fer 
fum de vey fus minute 
im in de big house 
wuz gwine ter set sto 
en she wuz des ez 
house er no en so 
ez sho dat she lak 
tuk hannibal en sont jeff 
back ter de quaters en 
hannibal en git jeff up 
en tol im not ter 
she wuz gwine ter see 
de house in his place 
she couldn fin some way 
waylaid jeff on de way 
downheated fer she wuz gwine 
er dat nigger hannibal en 
ter de quaters en tol 
tol im not ter be 
boy dey eber had <end> 
wuz de bes house boy 
time hadly befo mars dugal 
on monstus fas en it 
low hannibal wuz de bes 
de bes house boy dey 
mis bofe mence ter low 
he wuz peart en soopl 
lightnin en shap ez a 
quick ez lightnin en shap 
but chloe didn lak his 
didn lak his ways <end> 
cotin en wen hed run 
hed run cross chloe bout 
en wen hed run cross 
er in de spring dat 
en say come heah en 
wuz so sho he wuz 
he wuz gwine ter git 
ter git er in de 
hed swell roun er in 
swell roun er in a 
ter be mine in de 
mine in de spring <end> 
doan pear ter be ez 
you doan pear ter be 
you oughter be <end> <end> 
<start> chloe didn keer nuffin 
day she fus laid eyes 
fus laid eyes on im 
en hadn keered nuffin fer 
im en she sot des 
nuffin fer hannibal en hadn 
much sto by jeff ez 
chance fer ter talk wid 
ebenin she went down ter 
fermilyus dis yer hannibal got 
talk wid im by hissef 
de mo fermilyus dis yer 
yer hannibal got de mo 
ter talk wid im by 
went down ter de quaters 
de big house so de 
wimlton road en ax her 
im sumpn ter hep git 
down en see ole aun 
folks ud sen fer jeff 
house so de wite folks 
en see ole aun peggy 
ole aun peggy de cunjuhoman 
fer ter go down en 
chloe gun im a silber 
nebber lak ter wuk fer 
im a silber dollah en 
nobody fer nuffin <end> <end> 
a silber dollah en a 
silber dollah en a silk 
a silk hankercher fer ter 
didn hab nuffin ter gib 
ter aun peggys one night 
one night en gun er 
hep im out <end> <end> 
ax er ter hep im 
en tol er all bout 
de presents he brung en 
en ax er ter hep 
tell im wat she cd 
wat she cd do fer 
tol im shed wuk er 
come back de nex night 
night en shed tell im 
en shed tell im wat 
went back en aun peggy 
<start> so de nex night 
head made outn elderberry peth 
outn a piece er constalk 
en a head made outn 
night jeff went back en 
outn elderberry peth en two 
en aun peggy gun im 
made outn elderberry peth en 
yer babydoll sez she is 
sez she is hannibal <end> 
head is hannibals head en 
is hannibals feet <end> <end> 
feet is hannibals feet <end> 
walk ober it evy day 
it evy day <end> <end> 
unner de house on de 
hide it unner de house 
unner de do whar hanniballl 
hell be des lak it 
des lak it islight headed 
ef dem two things doan 
hannibal comes anywhar nigh dis 
trouble mighty soon den im 
long ez hannibal comes anywhar 
ez long ez hannibal comes 
ter make mo trouble ef 
en git all thoo wid 
fetch it back ter me 
back ter me fer its 
house en git all thoo 
goopher en is liable ter 
mus fetch it back ter 
wid dis babydoll you mus 
queen and awaited permission to 
awaited permission to speak <end> 
to the queen and awaited 
<start> said the queen smiling 
marian or the page richard 
or the page richard partington 
please your majesty <end> <end> 
<start> both an it please 
brought him to you <end> 
sought while marian brought him 
the man you sought while 
likewise a lady of whose 
four of his men likewise 
a lady of whose wooing 
his men likewise a lady 
lady of whose wooing and 
a pretty story at another 
and presently robin hood and 
to a herald and presently 
little party entered the room 
his little party entered the 
rude and uncouth in appearance 
the queen had halfexpected the 
in appearance because of their 
to be rude and uncouth 
men to be rude and 
appearance because of their wild 
almost clapped her hands <end> 
back in surprise and almost 
in surprise and almost clapped 
yeomen made a brave sight 
made a brave sight and 
sight and in all the 
for sooth to say the 
sooth to say the yeomen 
by the other ladiesinwaiting <end> 
glow with pride at sight 
at sight of the halfhidden 
sent forth by the other 
sight of the halfhidden looks 
forgot the gentle arts taught 
his mother and he wore 
not forgot the gentle arts 
grace of a courtier <end> 
he wore his fine red 
velvet tunic and breeches with 
allanadale the minstrel was scarcely 
minstrel was scarcely less goodly 
a dandified gentleman will scarlet 
scarlet was and allanadale the 
less goodly to look upon 
in outward polish <end> <end> 
they lacked in outward polish 
the giant little john and 
lacked in outward polish <end> 
plympton church to marry one 
mistress dale on her part 
looked even more charming if 
when she went to plympton 
on the momentous day when 
possible than on the momentous 
<start> thus came the people 
private audience room <end> <end> 
people of the greenwood before 
in her own private audience 
and knelt down here i 
advanced and knelt down here 
robin advanced and knelt down 
which i will protectas i 
ring of amnesty which i 
will protectas i would protect 
your majestys honorwith my life 
i would protect your majestys 
<start> thou art welcome lockesley 
said the queen smiling graciously 
all thy brave yeomanry <end> 
come in good time thou 
thy brave yeomanry <end> <end> 
not yet very familiar with 
<start> i admit captain that 
i am not yet very 
you will be too <end> 
and in time you will 
<start> we are accustomed to 
able to hunt some of 
the road we may be 
to hunt some of the 
on the road we may 
<start> so till tomorrow sir 
so till tomorrow sir and 
in a careless tone captain 
captain nemo left the saloon 
tone captain nemo left the 
to hunt the bear in 
you were invited to hunt 
bear in the mountains of 
were invited to hunt the 
will go and hunt the 
and hunt the bear <end> 
the tiger in the indian 
you were asked to hunt 
lion in the plains of 
indian jungles what would you 
atlas or the tiger in 
tiger or the lion <end> 
<start> it seems we are 
it seems we are going 
the shark in its natural 
perhaps reflect before accepting the 
you would perhaps reflect before 
but when you are invited 
invited to hunt the shark 
<start> as for myself i 
as for myself i passed 
for myself i passed my 
of cold perspiration <end> <end> 
take our time <end> <end> 
let us reflect said i 
sea where one is almost 
pass but going up and 
is quite another thing <end> 
otters in submarine forests as 
to meet sharks is quite 
meet sharks is quite another 
hunting otters in submarine forests 
quite another thing <end> <end> 
hand and a running noose 
ever return alive <end> <end> 
that few who affront those 
one hand and a running 
dagger in one hand and 
also know that few who 
the negroes never hesitate to 
certain countries particularly in the 
negroes never hesitate to attack 
if i were i think 
not be illtimed <end> <end> 
hesitation in this case would 
in this case would not 
a negro and if i 
canadian entered quite composed and 
conseil and the canadian entered 
at this moment conseil and 
they knew not what awaited 
<start> they knew not what 
nemothe devil take him <end> 
land your captain nemothe devil 
captain nemothe devil take him 
a very pleasant offer <end> 
made us a very pleasant 
<start> if agreeable to you 
kindly and behaved like a 
the commander of the nautilus 
to you sir interrupted conseil 
to visit the magnificent ceylon 
if agreeable to you sir 
a real gentleman <end> <end> 
that he had already spoken 
<start> nothing more sir except 
of this little walk <end> 
the pearl fishery <end> <end> 
<start> sir said conseil would 
said conseil would you give 
the fishing itself i asked 
i asked or the incidents 
to the fishing itself i 
know something about it <end> 
something about it <end> <end> 
to know something about it 
the canadian before entering upon 
down my friends and i 
will teach you <end> <end> 
my friends and i will 
<start> ned and conseil seated 
and the first thing sir 
themselves on an ottoman and 
first thing sir what is 
a pearl is a tear 
dew solidified to the ladies 
orientals it is a drop 
answered to the poet a 
a jewel of an oblong 
that produces the motherofpearl amongst 
to the ladies it is 
the motherofpearl amongst certain bivalves 
gelatine and lastly for naturalists 
solidified to the ladies it 
oblong shape of a brilliancy 
is a jewel of an 
a little gelatine and lastly 
an oblong shape of a 
secretion of the organ that 
a tear of the sea 
shape of a brilliancy of 
carbonate of lime with a 
fingers their necks or their 
so my learned conseil and 
blue bluish violet or white 
which lines the interior of 
secrete motherofpearl that is the 
bluish violet or white substance 
capable of producing pearls <end> 
precisely so my learned conseil 
my learned conseil and amongst 
<start> precisely so my learned 
arrangement on either end working 
earth to prevent slipping <end> 
to grip the earth to 
<start> the grippers also had 
a sort of clawlike arrangement 
of an orangepeel shovel and 
clawlike arrangement on either end 
sockets on the side of 
means of steel cables which 
would be pulled out from 
cables which were operated from 
by means of steel cables 
and fastened in place <end> 
run out across the gap 
the gap and fastened in 
to travel along them to 
tank was designed to travel 
<start> the tank was designed 
designed to travel along them 
engine of war would travel 
and the engine of war 
pick tip the girders slip 
to pick tip the girders 
<start> to pick tip the 
<start> you see i have 
tried the grippers out except 
i have not tried the 
will work in practice remains 
<start> they worked there but 
they will work in practice 
at this stage im willing 
on the results <end> <end> 
course at this stage im 
there is always a halfquestion 
the final tryout under practical 
but there is always a 
well soon see said one 
see said one of the 
was officially known had come 
had come to a stop 
stop as has been said 
officially known had come to 
a as she was officially 
water ten feet below <end> 
fairly solid here and descended 
here and descended precipitously to 
were about twenty feet apart 
shores were about twenty feet 
spanners break when youre halfway 
the spanners break when youre 
suppose anything of the sort 
i dont like to suppose 
if they do were going 
but if they do were 
the doctrine which they had 
from an orthodox source they 
religion from an orthodox source 
provincials had the good fortune 
with docility and when the 
doctrine which they had accepted 
they preserved with steadiness the 
approached their frontiers they were 
of the homoousion by the 
and when the arian pestilence 
by the paternal care of 
britain and illyricum <end> <end> 
of nice since it was 
and their temper were displayed 
the memorable synod of rimini 
surpassed in numbers the council 
temper were displayed in the 
were displayed in the memorable 
<start> their sentiments and their 
they affected to anathematize the 
to anathematize the name and 
name and memory of arius 
and memory of arius <end> 
that only fourscore prelates adhered 
councils and who had been 
<start> but this inferiority was 
in the intrigues of courts 
the advantages of skill of 
wars of the east <end> 
by valens and ursacius two 
compensated by the advantages of 
the intrigues of courts and 
and of discipline and the 
of courts and councils and 
of skill of experience and 
experience and of discipline and 
importunity rather than by open 
they confounded they at last 
to be extorted from their 
at last deceived the honest 
palladium of the faith to 
last deceived the honest simplicity 
by open violence <end> <end> 
latin bishops who suffered the 
confounded they at last deceived 
<start> the council of rimini 
an heretical sense were inserted 
members had imprudently subscribed a 
had imprudently subscribed a captious 
council of rimini was not 
subscribed a captious creed in 
heretical sense were inserted in 
world was surprised to find 
find itself arian <end> <end> 
jerom the world was surprised 
it was on this occasion 
provinces had no sooner reached 
latin provinces had no sooner 
no sooner reached their respective 
discovered their mistake and repented 
of the latin provinces had 
but not overthrown was more 
overthrown was more footnote testor 
testor deumcoeli atque terrae me 
footnote testor deumcoeli atque terrae 
capitulation was rejected with disdain 
rejected with disdain and abhorrence 
cum neutrum audissem semper tamen 
pridem et in episcopatu aliquantisper 
<start> regeneratus pridem et in 
regeneratus pridem et in episcopatu 
<start> the benedictines are persuaded 
the benedictines are persuaded that 
persuaded that he governed the 
of the platonists the ens 
the platonists the ens of 
the bolder schoolmen could not 
of the bolder schoolmen could 
could not be expressed by 
numerical rather than a generical 
lateran at length gave to 
at length gave to a 
which the fourth council of 
a generical unity see petav 
idea of substance footnote ingemuit 
esse miratus footnote the story 
language seems to excite the 
excite the idea of substance 
to excite the idea of 
miratus footnote the story of 
rimini is very elegantly told 
told by sulpicius severus hist 
<start> and by jerom in 
dialogue against the luciferians <end> 
to apologize for the conduct 
bishops who were part iv 
conduct of the latin bishops 
design of the latter is 
constantine and of his sons 
christianity under the reigns of 
of constantine and of his 
reigns of constantine and of 
revolutions of those theological disputes 
rise and progress and such 
such was the rise and 
the faith as well as 
in the cabinet of an 
and the prerogatives of the 
over the lives and fortunes 
ecclesiastical balance and the prerogatives 
faith as well as over 
king of heaven were settled 
well as over the lives 
their despotism over the faith 
despotism over the faith as 
prerogatives of the king of 
time to view with cool 
of the east interrupted the 
triumph of constantine but the 
cool and careless indifference the 
interrupted the triumph of constantine 
which pervaded the provinces of 
of constantine but the emperor 
unhappy spirit of discord which 
of the difficulty of appeasing 
statesman than to the dictates 
greater reason to the untutored 
yet ignorant of the difficulty 
which may be ascribed with 
his episcopal counsellors <end> <end> 
difficulty of appeasing the quarrels 
ascribed with far greater reason 
appeasing the quarrels of theologians 
as he was yet ignorant 
the contending parties to alexander 
trifling and subtle question concerning 
whole controversy to a trifling 
of law which was foolishly 
origin of the whole controversy 
by the bishop and imprudently 
imprudently resolved by the presbyter 
bishop and imprudently resolved by 
the greek philosophers who could 
people who had the same 
could maintain their arguments without 
clergy of alexandria the example 
their freedom without violating their 
of the greek philosophers who 
who had the same god 
<start> he laments that the 
the same god the same 
same religion and the same 
the example of the greek 
recommend to the clergy of 
the dispute if the popular 
his own mind <end> <end> 
of his own mind <end> 
less rapid and impetuous and 
midst of faction and fanaticism 
have preserved the calm possession 
have been perhaps the most 
the sovereign would have been 
faction and fanaticism could have 
fanaticism could have preserved the 
of the magistrate and to 
seduce the impartiality of the 
ecclesiastical ministers soon contrived to 
magistrate and to awaken the 
impartiality of the magistrate and 
statues he was alarmed by 
three hundred bishops within the 
the moment that he assembled 
the spreading mischief and he 
the walls of the same 
his statues he was alarmed 
the insults which had been 
<start> he was provoked by 
of peace and toleration from 
the real as well as 
as the imaginary magnitude of 
importance of the debate his 
his person with a patient 
arguments and he exposed his 
patient intrepidity which animated the 
a patient intrepidity which animated 
the presence of the monarch 
the monarch swelled the importance 
and whose mind had not 
and sagacity of constantine a 
question or an article of 
constantine a roman general whose 
notwithstanding the applause which has 
a roman general whose religion 
metaphysical question or an article 
bestowed on the eloquence and 
in the greek language a 
a subject of doubt and 
language a metaphysical question or 
or an article of faith 
same eusebius of nicomedia who 
tyrant might exasperate him against 
nicomedia who now protected the 
credit of his favorite osius 
have presided in the council 
a welltimed insinuation that the 
emperor in favor of the 
favor of the orthodox party 
appears to have presided in 
to have presided in the 
eusebius of nicomedia who now 
judgment of the synod must 
annihilated the murmurs of a 
his firm declaration that those 
which from seventeen was almost 
by constantine and his firm 
immediate exile annihilated the murmurs 
was ratified by constantine and 
ratified by constantine and his 
instantly reduced to two protesting 
for an immediate exile annihilated 
caesarea yielded a reluctant and 
wavering conduct of the nicomedian 
of the nicomedian eusebius served 
consent to the homoousion and 
nicomedian eusebius served only to 
the wavering conduct of the 
homoousion and the wavering conduct 
law with the odious name 
and a capital punishment was 
his person and disciples were 
odious name of porphyrians his 
flames and a capital punishment 
into one of the remote 
of illyricum his person and 
the flames and a capital 
arius was banished into one 
by law with the odious 
to inspire his subjects with 
designed to inspire his subjects 
the angry sarcastic style of 
had now imbibed the spirit 
his subjects with the hatred 
the spirit of controversy and 
the enemies of christ <end> 
the principles of toleration and 
<start> the principles of toleration 
to baronius tillemont c <end> 
indifference contained in this epistle 
evil counsellor either satan or 
eusebius at his elbow <end> 
or eusebius at his elbow 
had some evil counsellor either 
tolerant letter of constantine <end> 
words applied by ziegler to 
applied by ziegler to this 
ziegler to this moderate and 
eusebius in vit <end> <end> 
the footnote eusebius in vit 
clergyman venture to express his 
soon became dim in the 
venture to express his regret 
accuser of one of his 
declares himself the public accuser 
complains of his hostile behavior 
behavior during the footnote see 
<start> an epistle from constantine 
of one of his subjects 
hostile behavior during the footnote 
from constantine to the people 
eusebius of caesarea in which 
letter of eusebius of caesarea 
he attempts to justify his 
his subscribing the homoousion <end> 
ars critica tom <end> <end> 
those who have read the 
read the second critical epistle 
a problem but those who 
character of eusebius has always 
orthodoxy and sincerity of the 
opinion of the orthodoxy and 
of the orthodoxy and sincerity 
must entertain a very unfavorable 
in his circular letters which 
of the emperor had been 
if the conduct of the 
even of indulgence towards the 
passion instead of principle three 
as if the conduct of 
had been guided by passion 
conduct of the emperor had 
of principle three years from 
which was secretly protected by 
three years from the council 
instead of principle three years 
scarcely elapsed before he discovered 
was restored to the episcopal 
the exiles were recalled and 
throne from which he had 
exiles were recalled and eusebius 
were recalled and eusebius who 
and eusebius who gradually resumed 
was treated by the whole 
to an innocent and oppressed 
arius himself was treated by 
with the respect which would 
the respect which would have 
impatient to repair his injustice 
jerusalem and the emperor seemed 
injustice by issuing an absolute 
be solemnly admitted to the 
in the cathedral of constantinople 
that he should be solemnly 
emperor seemed impatient to repair 
repair his injustice by issuing 
the triumph of arius he 
had contributed more efficaciously than 
the orthodox saints had contributed 
by their prayers to deliver 
their prayers to deliver the 
which had been fixed for 
strange and horrid circumstances of 
suspicion that the orthodox saints 
he expired and the strange 
fixed for the triumph of 
from the most formidable of 
eustathius of antioch and paul 
principal leaders of the catholics 
bishop of nicomedia <end> <end> 
first of the christian emperors 
deposed on various f accusations 
the last moments of his 
councils and were afterwards banished 
and paul of constantinople were 
the sentence of numerous councils 
from the arian bishop of 
<start> the three principal leaders 
on various f accusations by 
life received the rites of 
reproach of levity and weakness 
the reproach of levity and 
of constantine cannot be justified 
be deceived by the modest 
whose sentiments he never perfectly 
peculiar glory of his own 
still considered the council of 
christian faith and the peculiar 
bulwark of the christian faith 
understood and while he protected 
professions of the heretics whose 
his own reign <end> <end> 
the council of nice as 
he protected arius and persecuted 
council of nice as the 
fear the gratitude and the 
men know not each other 
the vassal to the lord 
tie which united the vassal 
a vestige of the tie 
other the fear the gratitude 
vanished and not a vestige 
two men know not each 
vassal to the lord under 
united the vassal to the 
<start> such however is not 
those feelings which are natural 
the case with those feelings 
in any particular manner it 
some of their elements for 
they are never stronger than 
weaken them by attempting to 
law attempts to tutor these 
any particular manner it seldom 
are never stronger than when 
tutor these feelings in any 
them by attempting to add 
a degree of energy and 
rules of society and which 
or obscures almost all the 
have given rise but it 
from readily assenting to new 
which destroys or obscures almost 
effaces most of the feelings 
which prevents men from readily 
ones entirely effaces most of 
men from readily assenting to 
the old conventional rules of 
these conventional rules have given 
to condense into a single 
into a single proposition the 
of several others that preceded 
proposition the whole meaning of 
chapter and of several others 
community more widely apart <end> 
the community more widely apart 
it draws the ties of 
democracy loosens social ties but 
<start> democracy loosens social ties 
more closely together whilst it 
social ties but it draws 
<start> no free communities ever 
work of woman <end> <end> 
former part of this work 
are the work of woman 
morals are the work of 
the condition of women their 
has great political importance in 
great political importance in my 
their habits and their opinions 
of their own actions than 
young women are far more 
are in catholic countries <end> 
the mistresses of their own 
women are far more the 
the right of selfgovernment the 
of selfgovernment the spirit of 
the domestic circle by political 
domestic circle by political habits 
circle by political habits and 
england which have retained or 
or acquired the right of 
still greater in protestant countries 
society and nowhere are young 
with great political freedom and 
nowhere are young women surrendered 
of protestantism are combined with 
in the united states the 
young women surrendered so early 
democratic state of society and 
or so completely to their 
scarcely ceased to be a 
marriage her emancipation from maternal 
be a child when she 
of marriage her emancipation from 
she already thinks for herself 
<start> long before an american 
on her own impulse <end> 
age of marriage her emancipation 
it with a firm and 
more completely and she is 
completely and she is taught 
far from seeking concealment it 
her view far from seeking 
is every day disclosed to 
open to her view far 
the world is constantly open 
society are early revealed to 
and dangers of society are 
reliance seems to be shared 
seems to be shared by 
by all who are about 
are about her <end> <end> 
of society are early revealed 
her reliance seems to be 
them without fear for she 
are early revealed to her 
the transition from girlhood to 
ingenuous grace which usually attends 
which usually attends the european 
grace which usually attends the 
desires or that innocent and 
the european woman in the 
the midst of young desires 
timidity or ignorance <end> <end> 
woman at any age displays 
rarely that an american woman 
the young women of europe 
precisely the cost of pleasing 
like the young women of 
to please but she knows 
least she knows that it 
to evil at least she 
purity of manners than for 
if she does not abandon 
herself to evil at least 
<start> if she does not 
young women in america contrive 
<start> i have been frequently 
address and happy boldness with 
narrow path which they trod 
the difficulties of stimulating conversation 
surprised and almost frightened at 
they trod without accidents and 
and almost frightened at the 
the singular address and happy 
have stumbled at every step 
all the difficulties of stimulating 
their thoughts and their language 
it often seems to hold 
reason never allows the reins 
hold them loosely <end> <end> 
of herself she indulges in 
up to any of them 
indulges in all permitted pleasures 
any of them and her 
selfguidance to drop though it 
independence of early youth an 
perceive that even amidst the 
early youth an american woman 
times and then they are 
every age are still so 
of every age are still 
and tastes of the people 
abandoned without a guide and 
in the opinions and tastes 
people women commonly receive a 
of the people women commonly 
did in aristocratic times and 
mingled in the opinions and 
the opinions and tastes of 
in france where remnants of 
have found out that in 
fail to be very great 
illrestrained customs fleeting public opinion 
in a democracy the independence 
great youth premature tastes illrestrained 
a democracy the independence of 
cannot fail to be very 
powerless paternal authority weak and 
<start> under these circumstances believing 
most vehement passions of the 
art of combating those passions 
to teach her the art 
surer way was to teach 
heart they held that the 
little chance of repressing in 
repressing in woman the most 
vigor of her will than 
placed on the free vigor 
free vigor of her will 
will than on safeguards which 
shaken or overthrown <end> <end> 
as they could not prevent 
safeguards which have been shaken 
on the free vigor of 
to defend it and more 
strength of character <end> <end> 
they constantly seek to enhance 
own strength of character <end> 
seek to enhance their confidence 
to keep a young woman 
it is neither possible nor 
keep a young woman in 
perpetual or complete ignorance they 
as it is neither possible 
young woman in perpetual or 
<start> she criedand was profoundly 
criedand was profoundly si lent 
old man eh <end> <end> 
the old man eh <end> 
pride may have a fall 
thou wottest of it <end> 
wottest of it <end> <end> 
and the prior jesting and 
certain fair dames their words 
the prior jesting and laughing 
between themselves about certain fair 
about certain fair dames their 
holy men came to the 
laymen methinks than holy clerks 
around presently caught sight of 
sight of robin standing in 
dismounted and the bishop looking 
then they dismounted and the 
in such gay feathers <end> 
fellow quoth he in a 
voice who art thou that 
in a jovial voice who 
robin and i can touch 
north country quoth robin and 
i can touch the strings 
as never another man in 
and i can touch the 
can touch the strings i 
burgher clerk and layman have 
their will such is the 
to my music willynilly and 
a knight and burgher clerk 
<start> truly good lord bishop 
knight and burgher clerk and 
the magic of my harping 
fair bride to love the 
now this day my lord 
wedding i do promise that 
long as that twain shall 
